Image Name,Majority Vote Label,Number of Annotators who Selected SSA (Out of 7),Partition
MHIST_caj.png,SSA,6,train
MHIST_cak.png,HP,1,train
MHIST_cal.png,HP,3,train
MHIST_can.png,HP,0,train
MHIST_caq.png,HP,1,train
MHIST_cas.png,HP,1,train
MHIST_cav.png,HP,0,train
MHIST_caw.png,HP,1,train
MHIST_cay.png,SSA,4,train
MHIST_caz.png,HP,0,train
MHIST_cba.png,HP,0,train
MHIST_cbd.png,HP,0,train
MHIST_cbe.png,SSA,5,train
MHIST_cbf.png,HP,0,train
MHIST_cbh.png,SSA,4,train
MHIST_cbi.png,HP,1,train
MHIST_cbk.png,HP,1,train
MHIST_cbm.png,HP,0,train
MHIST_cbn.png,HP,0,train
MHIST_cbp.png,HP,1,train
MHIST_cbr.png,HP,0,train
MHIST_cbs.png,HP,0,train
MHIST_cbt.png,HP,1,train
MHIST_cbv.png,SSA,5,train
MHIST_cbw.png,HP,2,train
MHIST_cby.png,HP,0,train
MHIST_cbz.png,HP,0,train
MHIST_cca.png,HP,1,train
MHIST_ccb.png,HP,2,train
MHIST_ccc.png,SSA,6,train
MHIST_ccg.png,HP,1,train
MHIST_cch.png,HP,3,train
MHIST_cci.png,HP,0,train
MHIST_ccj.png,HP,1,train
MHIST_cck.png,HP,0,train
MHIST_ccl.png,HP,1,train
MHIST_ccp.png,HP,0,train
MHIST_ccq.png,HP,0,train
MHIST_ccs.png,SSA,4,train
MHIST_ccv.png,HP,1,train
MHIST_ccw.png,HP,0,train
MHIST_ccx.png,HP,0,train
MHIST_ccy.png,HP,0,train
MHIST_ccz.png,HP,2,train
MHIST_cda.png,HP,0,train
MHIST_cdb.png,HP,0,train
MHIST_cdc.png,HP,1,train
MHIST_cdg.png,HP,1,train
MHIST_cdh.png,HP,2,train
MHIST_cdi.png,HP,3,train
MHIST_cdj.png,HP,3,train
MHIST_cdl.png,HP,1,train
MHIST_cdm.png,HP,1,train
MHIST_cdq.png,HP,0,train
MHIST_cds.png,SSA,4,train
MHIST_cdt.png,HP,0,train
MHIST_cdv.png,HP,3,train
MHIST_cdx.png,HP,2,train
MHIST_cdz.png,SSA,6,train
MHIST_cea.png,HP,2,train
MHIST_cec.png,HP,1,train
MHIST_ced.png,SSA,5,train
MHIST_cee.png,HP,0,train
MHIST_cef.png,HP,1,train
MHIST_ceg.png,HP,3,train
MHIST_ceh.png,HP,3,train
MHIST_cej.png,HP,3,train
MHIST_cen.png,HP,3,train
MHIST_cep.png,HP,3,train
MHIST_ceq.png,SSA,4,train
MHIST_cer.png,HP,2,train
MHIST_cet.png,HP,3,train
MHIST_cex.png,HP,1,train
MHIST_cey.png,HP,1,train
MHIST_cfa.png,HP,1,train
MHIST_cfe.png,HP,1,train
MHIST_cff.png,HP,2,train
MHIST_cfh.png,HP,0,train
MHIST_cfj.png,HP,1,train
MHIST_cfk.png,SSA,6,train
MHIST_cfl.png,HP,0,train
MHIST_cfm.png,HP,0,train
MHIST_cfo.png,SSA,5,train
MHIST_cfp.png,HP,2,train
MHIST_cfr.png,HP,2,train
MHIST_cfs.png,HP,3,train
MHIST_cft.png,SSA,4,train
MHIST_cfv.png,HP,2,train
MHIST_cfw.png,HP,2,train
MHIST_cfz.png,SSA,4,train
MHIST_cga.png,HP,1,train
MHIST_cgc.png,HP,3,train
MHIST_cge.png,HP,3,train
MHIST_cgg.png,HP,1,train
MHIST_cgh.png,HP,1,train
MHIST_cgj.png,HP,0,train
MHIST_cgl.png,HP,0,train
MHIST_cgm.png,HP,1,train
MHIST_cgn.png,HP,0,train
MHIST_cgq.png,HP,1,train
MHIST_cgr.png,HP,2,train
MHIST_cgv.png,HP,3,train
MHIST_cgy.png,HP,1,train
MHIST_cgz.png,SSA,4,train
MHIST_chb.png,HP,0,train
MHIST_chc.png,HP,2,train
MHIST_chf.png,SSA,4,train
MHIST_chh.png,HP,3,train
MHIST_chi.png,HP,2,train
MHIST_chj.png,HP,1,train
MHIST_chk.png,HP,3,train
MHIST_chm.png,HP,3,train
MHIST_chn.png,SSA,4,train
MHIST_cho.png,HP,2,train
MHIST_chq.png,HP,2,train
MHIST_chu.png,HP,2,train
MHIST_chw.png,HP,0,train
MHIST_chx.png,HP,1,train
MHIST_chy.png,HP,1,train
MHIST_cib.png,HP,0,train
MHIST_cif.png,HP,2,train
MHIST_cig.png,HP,0,train
MHIST_cih.png,HP,1,train
MHIST_cii.png,HP,1,train
MHIST_cij.png,HP,2,train
MHIST_cik.png,HP,3,train
MHIST_cil.png,HP,2,train
MHIST_cin.png,HP,1,train
MHIST_cip.png,HP,0,train
MHIST_ciq.png,HP,1,train
MHIST_cir.png,HP,1,train
MHIST_cis.png,HP,0,train
MHIST_cit.png,HP,2,train
MHIST_civ.png,HP,0,train
MHIST_cix.png,SSA,4,train
MHIST_ciy.png,HP,1,train
MHIST_ciz.png,HP,3,train
MHIST_cjb.png,HP,1,train
MHIST_cjd.png,HP,1,train
MHIST_cjg.png,HP,1,train
MHIST_cjh.png,HP,0,train
MHIST_cjj.png,HP,1,train
MHIST_cjm.png,HP,0,train
MHIST_cjp.png,HP,1,train
MHIST_cju.png,HP,1,train
MHIST_cjw.png,HP,2,train
MHIST_cjx.png,SSA,4,train
MHIST_cjy.png,HP,0,train
MHIST_cjz.png,HP,0,train
MHIST_cka.png,HP,2,train
MHIST_ckb.png,HP,1,train
MHIST_ckd.png,HP,1,train
MHIST_cke.png,HP,1,train
MHIST_ckg.png,SSA,4,train
MHIST_ckj.png,HP,0,train
MHIST_ckk.png,HP,1,train
MHIST_ckm.png,HP,0,train
MHIST_cko.png,HP,0,train
MHIST_ckp.png,HP,1,train
MHIST_ckq.png,SSA,4,train
MHIST_ckr.png,HP,1,train
MHIST_ckt.png,HP,3,train
MHIST_ckv.png,HP,2,train
MHIST_cky.png,HP,2,train
MHIST_ckz.png,HP,0,train
MHIST_clb.png,HP,1,train
MHIST_clc.png,SSA,4,train
MHIST_cle.png,HP,0,train
MHIST_cli.png,HP,3,train
MHIST_clj.png,HP,3,train
MHIST_clk.png,HP,0,train
MHIST_clm.png,HP,1,train
MHIST_clp.png,HP,2,train
MHIST_clq.png,HP,0,train
MHIST_clr.png,HP,1,train
MHIST_cls.png,HP,0,train
MHIST_clu.png,HP,1,train
MHIST_clv.png,HP,0,train
MHIST_cly.png,HP,2,train
MHIST_cmb.png,HP,0,train
MHIST_cme.png,HP,0,train
MHIST_cmk.png,HP,0,train
MHIST_cmm.png,HP,2,train
MHIST_cmp.png,SSA,4,train
MHIST_cmq.png,HP,2,train
MHIST_cmr.png,HP,3,train
MHIST_cmu.png,HP,0,train
MHIST_cmv.png,HP,1,train
MHIST_cmx.png,HP,0,train
MHIST_cna.png,HP,1,train
MHIST_cnd.png,HP,1,train
MHIST_cnf.png,HP,3,train
MHIST_cnj.png,HP,1,train
MHIST_cnl.png,HP,1,train
MHIST_cno.png,HP,1,train
MHIST_cnq.png,HP,1,train
MHIST_cnu.png,SSA,6,train
MHIST_coa.png,HP,2,train
MHIST_cob.png,HP,2,train
MHIST_coe.png,HP,2,train
MHIST_cof.png,HP,0,train
MHIST_cog.png,HP,1,train
MHIST_coi.png,HP,1,train
MHIST_col.png,HP,0,train
MHIST_com.png,HP,0,train
MHIST_coo.png,HP,1,train
MHIST_cop.png,HP,0,train
MHIST_cos.png,HP,2,train
MHIST_cou.png,HP,0,train
MHIST_cow.png,HP,0,train
MHIST_coz.png,HP,0,train
MHIST_cpa.png,HP,2,train
MHIST_cpb.png,HP,2,train
MHIST_cpf.png,HP,3,train
MHIST_cpg.png,SSA,5,train
MHIST_cpj.png,HP,1,train
MHIST_cpl.png,HP,3,train
MHIST_cpp.png,HP,1,train
MHIST_cpv.png,HP,2,train
MHIST_cpx.png,SSA,5,train
MHIST_cqd.png,HP,1,train
MHIST_cqe.png,HP,0,train
MHIST_cqf.png,SSA,4,train
MHIST_cqh.png,HP,1,train
MHIST_cqk.png,HP,2,train
MHIST_cqm.png,HP,1,train
MHIST_cqo.png,HP,1,train
MHIST_cqx.png,SSA,6,train
MHIST_crb.png,HP,2,train
MHIST_crc.png,SSA,5,train
MHIST_cri.png,HP,1,train
MHIST_crj.png,HP,1,train
MHIST_crn.png,HP,2,train
MHIST_cro.png,HP,0,train
MHIST_crq.png,HP,2,train
MHIST_crr.png,HP,2,train
MHIST_crv.png,HP,2,train
MHIST_cry.png,HP,3,train
MHIST_crz.png,HP,1,train
MHIST_csf.png,HP,1,train
MHIST_csg.png,HP,3,train
MHIST_csl.png,HP,1,train
MHIST_csm.png,HP,1,train
MHIST_csp.png,HP,1,train
MHIST_csr.png,SSA,4,train
MHIST_css.png,SSA,4,train
MHIST_csu.png,HP,1,train
MHIST_csv.png,HP,1,train
MHIST_csx.png,HP,1,train
MHIST_csy.png,SSA,4,train
MHIST_csz.png,HP,1,train
MHIST_cta.png,HP,0,train
MHIST_ctd.png,HP,1,train
MHIST_cth.png,HP,0,train
MHIST_ctj.png,HP,0,train
MHIST_ctl.png,HP,3,train
MHIST_ctm.png,HP,1,train
MHIST_ctn.png,HP,0,train
MHIST_ctp.png,HP,2,train
MHIST_ctu.png,HP,0,train
MHIST_ctv.png,HP,0,train
MHIST_ctz.png,HP,0,train
MHIST_cuc.png,HP,0,train
MHIST_cud.png,HP,1,train
MHIST_cue.png,HP,0,train
MHIST_cuf.png,HP,0,train
MHIST_cug.png,HP,0,train
MHIST_cuh.png,HP,0,train
MHIST_cuj.png,HP,1,train
MHIST_cuk.png,HP,0,train
MHIST_cul.png,HP,1,train
MHIST_cum.png,HP,0,train
MHIST_cun.png,HP,1,train
MHIST_cuo.png,HP,1,train
MHIST_cur.png,HP,3,train
MHIST_cut.png,HP,0,train
MHIST_cuv.png,SSA,5,train
MHIST_cuw.png,SSA,4,train
MHIST_cux.png,HP,0,train
MHIST_cuz.png,HP,2,train
MHIST_cva.png,HP,1,train
MHIST_cvc.png,HP,0,train
MHIST_cvf.png,HP,0,train
MHIST_cvg.png,HP,0,train
MHIST_cvi.png,HP,1,train
MHIST_cvj.png,HP,1,train
MHIST_cvk.png,HP,3,train
MHIST_cvl.png,HP,2,train
MHIST_cvm.png,HP,2,train
MHIST_cvr.png,HP,1,train
MHIST_cvs.png,HP,0,train
MHIST_cvv.png,HP,2,train
MHIST_cvx.png,SSA,5,train
MHIST_cvy.png,HP,0,train
MHIST_cwa.png,HP,3,train
MHIST_cwc.png,HP,0,train
MHIST_cwd.png,HP,3,train
MHIST_cwe.png,HP,2,train
MHIST_cwg.png,HP,0,train
MHIST_cwh.png,SSA,4,train
MHIST_cwi.png,HP,1,train
MHIST_cwj.png,HP,1,train
MHIST_cwl.png,HP,1,train
MHIST_cwm.png,HP,3,train
MHIST_cwo.png,HP,2,train
MHIST_cwp.png,HP,0,train
MHIST_cws.png,SSA,6,train
MHIST_cwu.png,HP,0,train
MHIST_cwv.png,HP,2,train
MHIST_cwx.png,HP,2,train
MHIST_cwy.png,HP,0,train
MHIST_cxb.png,HP,1,train
MHIST_cxc.png,HP,2,train
MHIST_cxg.png,HP,1,train
MHIST_cxh.png,HP,0,train
MHIST_cxi.png,HP,0,train
MHIST_cxk.png,HP,0,train
MHIST_cxl.png,HP,2,train
MHIST_cxm.png,HP,0,train
MHIST_cxn.png,HP,0,train
MHIST_cxo.png,HP,0,train
MHIST_cxs.png,HP,0,train
MHIST_cxt.png,HP,2,train
MHIST_cxv.png,HP,0,train
MHIST_cxy.png,SSA,4,train
MHIST_cxz.png,HP,0,train
MHIST_cya.png,HP,0,train
MHIST_cyc.png,HP,1,train
MHIST_cyd.png,HP,0,train
MHIST_cyg.png,HP,0,train
MHIST_cyh.png,HP,0,train
MHIST_cyi.png,HP,1,train
MHIST_cym.png,HP,2,train
MHIST_cyo.png,HP,3,train
MHIST_cyp.png,HP,0,train
MHIST_cyq.png,HP,1,train
MHIST_cyr.png,HP,2,train
MHIST_cys.png,HP,0,train
MHIST_cyt.png,SSA,4,train
MHIST_cyw.png,SSA,4,train
MHIST_cyy.png,HP,2,train
MHIST_cyz.png,HP,3,train
MHIST_czd.png,HP,0,train
MHIST_czf.png,HP,2,train
MHIST_czh.png,HP,0,train
MHIST_czi.png,HP,2,train
MHIST_czj.png,HP,3,train
MHIST_czk.png,HP,2,train
MHIST_czl.png,HP,1,train
MHIST_czm.png,HP,2,train
MHIST_czo.png,HP,2,train
MHIST_czp.png,HP,0,train
MHIST_czq.png,HP,0,train
MHIST_czt.png,HP,0,train
MHIST_czv.png,HP,1,train
MHIST_czw.png,HP,3,train
MHIST_czx.png,HP,2,train
MHIST_czy.png,HP,1,train
MHIST_czz.png,HP,1,train
MHIST_daa.png,HP,3,train
MHIST_dag.png,HP,2,train
MHIST_dai.png,HP,1,train
MHIST_daj.png,HP,1,train
MHIST_dap.png,HP,1,train
MHIST_das.png,HP,1,train
MHIST_dat.png,HP,1,train
MHIST_dau.png,HP,1,train
MHIST_day.png,HP,0,train
MHIST_daz.png,HP,0,train
MHIST_dbc.png,SSA,6,train
MHIST_dbd.png,HP,3,train
MHIST_dbg.png,HP,0,train
MHIST_dbi.png,SSA,5,train
MHIST_dbm.png,SSA,4,train
MHIST_dbn.png,HP,2,train
MHIST_dbo.png,HP,2,train
MHIST_dbp.png,HP,0,train
MHIST_dbq.png,HP,0,train
MHIST_dbs.png,SSA,5,train
MHIST_dbt.png,HP,0,train
MHIST_dbv.png,HP,0,train
MHIST_dbw.png,HP,2,train
MHIST_dbx.png,HP,1,train
MHIST_dby.png,HP,2,train
MHIST_dcb.png,HP,1,train
MHIST_dcd.png,HP,1,train
MHIST_dce.png,HP,1,train
MHIST_dch.png,HP,1,train
MHIST_dci.png,HP,3,train
MHIST_dcj.png,HP,2,train
MHIST_dck.png,HP,3,train
MHIST_dcl.png,HP,2,train
MHIST_dcn.png,HP,2,train
MHIST_dco.png,SSA,4,train
MHIST_dcq.png,HP,1,train
MHIST_dcr.png,HP,0,train
MHIST_dcs.png,HP,0,train
MHIST_dct.png,HP,0,train
MHIST_dcu.png,HP,0,train
MHIST_dcw.png,HP,2,train
MHIST_dcy.png,HP,2,train
MHIST_dcz.png,SSA,4,train
MHIST_dda.png,HP,1,train
MHIST_ddc.png,HP,2,train
MHIST_dde.png,HP,1,train
MHIST_ddh.png,HP,1,train
MHIST_ddl.png,HP,0,train
MHIST_ddm.png,HP,1,train
MHIST_ddp.png,HP,0,train
MHIST_ddq.png,HP,1,train
MHIST_dds.png,HP,0,train
MHIST_ddt.png,HP,0,train
MHIST_ddx.png,HP,1,train
MHIST_ddy.png,SSA,4,train
MHIST_ddz.png,HP,2,train
MHIST_dea.png,HP,0,train
MHIST_deb.png,HP,0,train
MHIST_ded.png,HP,3,train
MHIST_dee.png,HP,0,train
MHIST_deg.png,HP,3,train
MHIST_dek.png,SSA,4,train
MHIST_del.png,HP,0,train
MHIST_dem.png,HP,0,train
MHIST_deo.png,HP,0,train
MHIST_dep.png,HP,0,train
MHIST_des.png,HP,1,train
MHIST_det.png,HP,0,train
MHIST_deu.png,HP,2,train
MHIST_dex.png,SSA,4,train
MHIST_dez.png,HP,0,train
MHIST_dfa.png,HP,0,train
MHIST_dfd.png,HP,3,train
MHIST_dff.png,HP,1,train
MHIST_dfg.png,SSA,4,train
MHIST_dfh.png,HP,1,train
MHIST_dfj.png,HP,0,train
MHIST_dfo.png,HP,0,train
MHIST_dfq.png,HP,2,train
MHIST_dfs.png,HP,0,train
MHIST_dft.png,HP,1,train
MHIST_dfu.png,HP,1,train
MHIST_dfw.png,HP,3,train
MHIST_dfx.png,HP,1,train
MHIST_dga.png,HP,1,train
MHIST_dgb.png,HP,3,train
MHIST_dgd.png,HP,0,train
MHIST_dge.png,HP,0,train
MHIST_dgf.png,HP,0,train
MHIST_dgg.png,HP,0,train
MHIST_dgh.png,HP,0,train
MHIST_dgl.png,HP,2,train
MHIST_dgm.png,HP,0,train
MHIST_dgn.png,HP,1,train
MHIST_dgo.png,HP,0,train
MHIST_dgq.png,HP,3,train
MHIST_dgt.png,HP,1,train
MHIST_dgv.png,HP,1,train
MHIST_dgw.png,HP,2,train
MHIST_dgx.png,HP,1,train
MHIST_dgy.png,HP,0,train
MHIST_dhd.png,HP,2,train
MHIST_dhe.png,HP,0,train
MHIST_dhh.png,SSA,5,train
MHIST_dhi.png,HP,1,train
MHIST_dhj.png,HP,0,train
MHIST_dhk.png,HP,3,train
MHIST_dhm.png,HP,2,train
MHIST_dhn.png,HP,2,train
MHIST_dhp.png,HP,0,train
MHIST_dhq.png,HP,1,train
MHIST_dhv.png,HP,0,train
MHIST_dhy.png,HP,0,train
MHIST_die.png,HP,1,train
MHIST_dif.png,HP,0,train
MHIST_dig.png,HP,0,train
MHIST_dih.png,SSA,4,train
MHIST_dii.png,SSA,4,train
MHIST_dil.png,HP,1,train
MHIST_dim.png,HP,1,train
MHIST_din.png,HP,0,train
MHIST_dip.png,HP,3,train
MHIST_dis.png,HP,1,train
MHIST_dit.png,HP,1,train
MHIST_div.png,HP,1,train
MHIST_diw.png,HP,0,train
MHIST_djf.png,HP,1,train
MHIST_djl.png,HP,1,train
MHIST_djm.png,HP,0,train
MHIST_djo.png,HP,3,train
MHIST_djq.png,HP,3,train
MHIST_djs.png,HP,3,train
MHIST_dju.png,HP,1,train
MHIST_djv.png,HP,0,train
MHIST_djy.png,HP,2,train
MHIST_djz.png,HP,0,train
MHIST_dka.png,HP,2,train
MHIST_dkb.png,HP,3,train
MHIST_dkc.png,SSA,4,train
MHIST_dkd.png,SSA,4,train
MHIST_dke.png,HP,0,train
MHIST_dkg.png,HP,1,train
MHIST_dki.png,SSA,5,train
MHIST_dkm.png,HP,1,train
MHIST_dkp.png,HP,1,train
MHIST_dkq.png,HP,0,train
MHIST_dkr.png,HP,2,train
MHIST_dks.png,HP,0,train
MHIST_dku.png,HP,2,train
MHIST_dkv.png,HP,2,train
MHIST_dkw.png,HP,3,train
MHIST_dkx.png,SSA,6,train
MHIST_dky.png,HP,3,train
MHIST_dkz.png,HP,0,train
MHIST_dla.png,HP,1,train
MHIST_dlb.png,HP,1,train
MHIST_dlc.png,HP,1,train
MHIST_dld.png,SSA,4,train
MHIST_dle.png,HP,2,train
MHIST_dlh.png,HP,0,train
MHIST_dli.png,HP,0,train
MHIST_dlk.png,HP,0,train
MHIST_dll.png,HP,0,train
MHIST_dlm.png,SSA,5,train
MHIST_dlo.png,HP,0,train
MHIST_dlr.png,HP,1,train
MHIST_dls.png,HP,1,train
MHIST_dlu.png,HP,1,train
MHIST_dlv.png,HP,2,train
MHIST_dlw.png,HP,1,train
MHIST_dlx.png,HP,0,train
MHIST_dly.png,HP,3,train
MHIST_dlz.png,HP,0,train
MHIST_dma.png,SSA,4,train
MHIST_dmb.png,HP,2,train
MHIST_dmc.png,HP,3,train
MHIST_dmd.png,HP,2,train
MHIST_dmk.png,HP,0,train
MHIST_dml.png,HP,2,train
MHIST_dmm.png,HP,1,train
MHIST_dmn.png,HP,1,train
MHIST_dmp.png,HP,1,train
MHIST_dmt.png,HP,1,train
MHIST_dmu.png,HP,1,train
MHIST_dmv.png,HP,3,train
MHIST_dmy.png,HP,1,train
MHIST_dmz.png,HP,1,train
MHIST_dna.png,SSA,4,train
MHIST_dnb.png,HP,1,train
MHIST_dne.png,HP,0,train
MHIST_dnh.png,HP,3,train
MHIST_dnk.png,HP,1,train
MHIST_dnl.png,HP,2,train
MHIST_dnm.png,HP,1,train
MHIST_dnn.png,HP,2,train
MHIST_dno.png,HP,3,train
MHIST_dnt.png,HP,0,train
MHIST_dnu.png,HP,0,train
MHIST_dnv.png,HP,0,train
MHIST_dnw.png,HP,0,train
MHIST_dnx.png,HP,1,train
MHIST_dny.png,HP,1,train
MHIST_dnz.png,HP,3,train
MHIST_doa.png,HP,0,train
MHIST_doc.png,HP,3,train
MHIST_doe.png,HP,0,train
MHIST_dof.png,HP,1,train
MHIST_dok.png,SSA,4,train
MHIST_dom.png,SSA,4,train
MHIST_doq.png,HP,1,train
MHIST_dor.png,HP,1,train
MHIST_dos.png,HP,1,train
MHIST_dot.png,HP,1,train
MHIST_dox.png,HP,2,train
MHIST_doy.png,SSA,4,train
MHIST_dpb.png,SSA,4,train
MHIST_dpe.png,HP,1,train
MHIST_dpf.png,HP,0,train
MHIST_dph.png,HP,2,train
MHIST_dpj.png,SSA,4,train
MHIST_dpk.png,HP,1,train
MHIST_dpm.png,HP,0,train
MHIST_dpp.png,SSA,4,train
MHIST_dpq.png,HP,1,train
MHIST_dpr.png,HP,1,train
MHIST_dps.png,HP,0,train
MHIST_dpu.png,HP,1,train
MHIST_dpv.png,HP,0,train
MHIST_dpw.png,HP,0,train
MHIST_dpz.png,HP,1,train
MHIST_dqa.png,HP,0,train
MHIST_dqb.png,HP,0,train
MHIST_dqc.png,HP,0,train
MHIST_dqd.png,HP,0,train
MHIST_dqe.png,HP,0,train
MHIST_dqf.png,HP,0,train
MHIST_dqg.png,HP,1,train
MHIST_dqi.png,HP,0,train
MHIST_dqj.png,HP,2,train
MHIST_dql.png,HP,1,train
MHIST_dqm.png,HP,3,train
MHIST_dqo.png,HP,1,train
MHIST_dqp.png,HP,0,train
MHIST_dqr.png,SSA,4,train
MHIST_dqt.png,SSA,4,train
MHIST_dqu.png,HP,0,train
MHIST_dqw.png,HP,2,train
MHIST_dqx.png,HP,1,train
MHIST_dqz.png,HP,0,train
MHIST_dra.png,HP,2,train
MHIST_drd.png,HP,0,train
MHIST_drf.png,SSA,6,train
MHIST_drg.png,HP,0,train
MHIST_dri.png,HP,0,train
MHIST_drj.png,HP,1,train
MHIST_drk.png,HP,2,train
MHIST_drn.png,HP,2,train
MHIST_dro.png,HP,2,train
MHIST_drr.png,HP,0,train
MHIST_drw.png,HP,0,train
MHIST_drx.png,HP,0,train
MHIST_dry.png,HP,2,train
MHIST_drz.png,HP,1,train
MHIST_dsf.png,HP,3,train
MHIST_dsh.png,HP,2,train
MHIST_dsj.png,HP,0,train
MHIST_dsk.png,SSA,4,train
MHIST_dsm.png,SSA,4,train
MHIST_dsn.png,HP,1,train
MHIST_dsp.png,HP,1,train
MHIST_dsq.png,HP,3,train
MHIST_dsr.png,HP,1,train
MHIST_dst.png,HP,0,train
MHIST_dsu.png,HP,1,train
MHIST_dsv.png,HP,1,train
MHIST_dsw.png,HP,1,train
MHIST_dsx.png,HP,0,train
MHIST_dsz.png,HP,2,train
MHIST_dtb.png,HP,3,train
MHIST_dtd.png,HP,2,train
MHIST_dtf.png,HP,3,train
MHIST_dth.png,HP,0,train
MHIST_dti.png,HP,0,train
MHIST_dtk.png,HP,0,train
MHIST_dtp.png,HP,2,train
MHIST_dtr.png,HP,1,train
MHIST_dts.png,SSA,5,train
MHIST_dtw.png,HP,1,train
MHIST_duc.png,HP,1,train
MHIST_dud.png,HP,3,train
MHIST_due.png,SSA,4,train
MHIST_duj.png,HP,3,train
MHIST_duk.png,HP,3,train
MHIST_duu.png,HP,1,train
MHIST_duz.png,SSA,5,train
MHIST_dvb.png,HP,0,train
MHIST_dvc.png,HP,0,train
MHIST_dvf.png,HP,1,train
MHIST_dvh.png,HP,1,train
MHIST_dvm.png,HP,2,train
MHIST_dvn.png,HP,2,train
MHIST_dvo.png,HP,1,train
MHIST_dvp.png,HP,0,train
MHIST_dvu.png,HP,0,train
MHIST_dvw.png,HP,3,train
MHIST_dvx.png,HP,2,train
MHIST_dwb.png,HP,1,train
MHIST_dwd.png,HP,0,train
MHIST_dwe.png,HP,1,train
MHIST_dwj.png,HP,2,train
MHIST_dwk.png,HP,1,train
MHIST_dwl.png,HP,3,train
MHIST_dwm.png,HP,1,train
MHIST_dwo.png,HP,2,train
MHIST_dwr.png,HP,1,train
MHIST_dwv.png,HP,0,train
MHIST_dww.png,HP,1,train
MHIST_dwx.png,HP,1,train
MHIST_dwy.png,HP,1,train
MHIST_dxb.png,HP,3,train
MHIST_dxd.png,HP,3,train
MHIST_dxf.png,HP,3,train
MHIST_dxg.png,HP,1,train
MHIST_dxh.png,HP,1,train
MHIST_dxn.png,HP,1,train
MHIST_dxp.png,HP,3,train
MHIST_dxq.png,HP,2,train
MHIST_dxw.png,HP,1,train
MHIST_dxx.png,HP,0,train
MHIST_dxy.png,HP,2,train
MHIST_dxz.png,HP,2,train
MHIST_dya.png,HP,2,train
MHIST_dyb.png,HP,1,train
MHIST_dyc.png,HP,1,train
MHIST_dyf.png,HP,2,train
MHIST_dyg.png,HP,3,train
MHIST_dyh.png,HP,0,train
MHIST_dyi.png,HP,2,train
MHIST_dyj.png,HP,0,train
MHIST_dyl.png,HP,0,train
MHIST_dym.png,HP,2,train
MHIST_dyr.png,HP,1,train
MHIST_dys.png,HP,3,train
MHIST_dyt.png,HP,1,train
MHIST_dyu.png,HP,1,train
MHIST_dyx.png,HP,0,train
MHIST_dyz.png,SSA,6,train
MHIST_dzf.png,HP,1,train
MHIST_dzg.png,HP,0,train
MHIST_dzh.png,HP,1,train
MHIST_dzi.png,HP,1,train
MHIST_dzj.png,HP,2,train
MHIST_dzk.png,SSA,4,train
MHIST_dzn.png,HP,1,train
MHIST_dzo.png,HP,1,train
MHIST_dzp.png,HP,1,train
MHIST_dzr.png,HP,2,train
MHIST_dzv.png,HP,2,train
MHIST_dzy.png,HP,1,train
MHIST_eaa.png,HP,1,train
MHIST_eab.png,SSA,4,train
MHIST_ead.png,HP,0,train
MHIST_eae.png,HP,3,train
MHIST_eaj.png,SSA,4,train
MHIST_eal.png,HP,2,train
MHIST_ean.png,HP,2,train
MHIST_eaq.png,HP,2,train
MHIST_ear.png,HP,1,train
MHIST_eas.png,HP,0,train
MHIST_eat.png,HP,1,train
MHIST_eau.png,SSA,4,train
MHIST_eaw.png,HP,0,train
